agency,description,name,price
Lennar Sales Corp,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,604'}",4210 W Carmen Street Dobbins Village Amd,"$675,490"
Menke Real Estate Services,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '3,553'}",6840 W Carter Road Laveen Farms Unit 2,"$649,999"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,051'}",8420 S 40th Drive Arosa Estates,"$643,300"
"Towne Brokerage Services, Inc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,686'}",4940 W La Puenta Avenue Laveen Vistas Parcel 2 Phase 1,"$640,049"
Keller Williams Realty Phoenix,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '3,018'}",6746 W Winston Drive Mcclellan Ranch Parcels 2B & 3B,"$605,000"
Taylor Morrison (Mls Only),"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,934'}",5326 W Walatowa Street Tierra Montana Encore,"$605,000"
"Towne Brokerage Services, Inc","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,300'}",4944 W La Puenta Avenue Laveen Vistas Parcel 2 Phase 1,"$599,719"
"Towne Brokerage Services, Inc","{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,617'}",4924 W La Puenta Avenue Laveen Vistas Parcel 2 Phase 1,"$598,984"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,448'}",6711 W Harwell Road Laveen Meadows Phase 1 Amd,"$565,000"
M.A.Z. Realty Professionals,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '4,040'}",5430 W St Kateri Drive Laveen Crossing Unit 2,"$559,900"
"Equity Realty Group, Llc","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,000'}",5623 W San Gabriel Avenue Legacy At Hudson,"$555,000"
"Offerpad Brokerage, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,392'}",5035 W Gary Way Villages Of Laveen Ranch,"$555,000"
Realty Executives,"{'Beds': '1', 'Baths': '2', 'Sq.Ft.': '1,124'}",59112 S 319th Avenue N/A,"$499,999"
A.Z. & Associates,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '2,700'}",53251 S Old Us Highway 80 N/A,"$450,000"
Jk Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '4,552'}",3374 E Houston Avenue Metes And Bounds - No Subdiv.,"$5,200,000"
RE/MAX Foothills,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,765'}",2021 S 140th Street Casa Caballo,"$4,000,000"
Value Link Realty Llc,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,614'}",2601 E Mesquite Street Sawyer Estates,"$4,000,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '6', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '6,156'}",463 W Patrick Court Perkins Ranch,"$4,000,000"
Jk Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,711'}",2574 E Camina Plata Acres+ Custom Homesite,"$3,999,999"
Homesmart,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '6,555'}",2786 E Haymore Court Greenfield Acres 3,"$3,900,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '5,234'}",3901 E Sagebrush Street Lakeview Trails Southeast At Morrison Ranch,"$3,250,000"
West Usa Realty,"{'Beds': '6', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '4,965'}",6378 S 154th Street Custom Homes,"$2,899,999"
Delex Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '12,294'}",9264 E Superstition Mountain Drive Superstition Mountains,"$7,376,400"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '5,021'}",1934 E Ray Road Ray Road & 154Th Place Lot 3 Mld,"$2,600,000"
Delex Realty,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '9,882'}",9356 E Superstition Mountain Drive Superstition Mountains,"$5,929,200"
"Venture Rei, Llc","{'Beds': '8', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,506'}",1253 S Porter Court Rockwell,"$2,600,000"
Delex Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '6,400'}",2946 S Petroglyph Trail Superstition Mountains,"$3,840,000"
Hague Partners,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,151'}",22635 S Val Vista Drive Metes And Bounds,"$2,575,000"
Delex Realty,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '5,600'}",8275 E Sunset View Drive Superstition Mountains,"$3,360,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,342'}",221 S Ranchos Legante Drive Metes & Bounds,"$2,350,000"
Thomas Popa & Associates Llc,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,538'}",7312 E Cottonwood Drive Superstition Mountain,"$3,250,000"
RE/MAX Alliance Group,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,918'}",3505 S First Water Trail Lost Gold Estates,"$2,890,000"
Delex Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,900'}",8725 E Quartz Mountain Drive Superstition Mountains,"$2,340,000"
Realty One Group,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,086'}",9171 E Canyon View Trail Superstition Mountain,"$2,200,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,200'}",6620 E Flat Iron Loop Ponderosa Village At Superstition Foothills,"$2,199,000"
Thomas Popa & Associates Llc,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '3,910'}",8759 E Lost Gold Circle Superstition Mountain,"$1,995,000"
"Weichert, Realtors-Home Pro Realty","{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,927'}",7289 E Spanish Bell Lane Superstition Mountain,"$1,990,000"
Thomas Popa & Associates Llc,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,999'}",2608 S Sycamore Village Drive Superstition Mountain,"$1,950,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '5,900'}",3699 S Woodland Hills Drive Pine Canyon,"$6,950,000"
Silverleaf Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,054'}",3706 Doc Raymond Forest Highlands,"$6,495,000"
Exp Realty,"{'Beds': '8', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,858'}",9455 W Antoinette Way Baderville,"$6,200,000"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '5,500'}",3724 S Woodland Hills Drive Pine Canyon,"$5,996,500"
Launch Powered By Compass,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,522'}",3866 S Clubhouse Circle #259 Pine Canyon,"$5,995,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '8,500'}",1293 Elkhorn Trail Highland Meadows,"$5,500,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '6', 'Baths': '5 F 1 1/2', 'Sq.Ft.': '6,429'}",3900 S Clubhouse Circle Estates At Pine Canyon 4,"$4,500,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '8', 'Baths': '8', 'Sq.Ft.': '6,832'}",3324 N Cazadero Trail Lockett Ranches,"$3,800,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,564'}",2509 S Pinyon Jay Drive #3 Pine Canyon,"$2,775,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,221'}",2684 S Pinyon Jay Drive #14 Pine Canyon,"$2,500,000"
Silverleaf Realty,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,954'}",7113 N Elk Tank Road Elk Tank Road Area,"$2,500,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,818'}",13470 N Us-89 Long Legal,"$2,499,000"
Mco Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,816'}",14421 E Vista Del Monte Eagles Nest,"$6,500,000"
RE/MAX Sun Properties,"{'Beds': '4', 'Baths': '7', 'Sq.Ft.': '7,052'}",14408 E Shadow Canyon Drive Shadow Canyon At Sunridge Canyon,"$5,400,000"
Keller Williams Arizona Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,800'}",14205 E La Paloma Place Eagles Nest,"$4,500,000"
Launch Powered By Compass,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,727'}",9311 N Horizon Trail Firerock Parcel G,"$4,499,999"
Realty Executives,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '7,079'}",15827 E Firerock Country Club Drive Firerock Country Club,"$4,499,000"
Canam Realty Group,"{'Beds': '6', 'Baths': '6', 'Sq.Ft.': '8,210'}",9615 N Rock Ridge Trail Firerock Parcel D,"$3,700,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,605'}",14137 N Territory Trail Adero Canyon,"$3,350,000"
RE/MAX Sun Properties,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,370'}",14245 E Zorra Way Eagles Nest Parcel 10,"$3,300,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '6,706'}",15424 E Sundown Drive Parcel 1 At Sunridge Canyonmcr 045261,"$3,242,300"
Exp Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,227'}",9005 N Crimson Canyon Eagle Mountain Parcel 4,"$2,999,995"
RE/MAX Excalibur,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,128'}",14712 E Paradise Drive Eagle Ridge At Fountain Hills,"$2,995,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '17', 'Baths': '14', 'Sq.Ft.': '10,191'}",1571 S Frs 87 None,"$2,499,990"
Timothy Hoogstad Realty,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,068'}",14732 E Prairie Dog Trail Eagles Nest,"$2,995,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,475'}",2275 E Maple Street Rocky Mountain Heights,"$850,000"
Oak Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,100'}",9749 S Ice House Canyon Road Metes & Bounds,"$550,000"
Delex Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,436'}",2320 N Chaparral Loop Chaparral Estates,"$515,000"
Exp Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,541'}",725 E Sycamore Street East Globe Townsite,"$489,000"
Oak Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,100'}",2275 N Pinaleno Pass Road Pioneer Hills,"$484,500"
Stallings & Long Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,940'}",2369 N Escudilla Drive Pioneer Hills,"$410,000"
Delex Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,080'}",219 N Chicory Lane El Capitan,"$397,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,120'}",443 N Mountain Lion Pass #---- No Subdivision- See Directions,"$390,000"
Keller Williams Realty Phoenix,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,934'}",591 W Miami Road West Globe Townsite,"$375,000"
Stallings & Long Realty,"{'Beds': '4', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,769'}",5768 S Mckinney Avenue Doc Butler Estates,"$289,000"
Stallings & Long Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,900'}",2566 N Chaparral Loop Pioneer Hills,"$279,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,181'}",1505 N  Page Springs Rd -,"$2,185,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,647'}",145 S Bonito Ranch Loop Rio Bonito Ranch,"$1,400,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,800'}",125 S Bonito Ranch Loop Rio Bonito Ranch,"$950,000"
RE/MAX Fine Properties,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,759'}",100 N Pleasant View Metes & Bounds - Two Parcels,"$800,000"
Code Of The West,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,846'}",1450 S Angel Crest Drive None,"$699,900"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,820'}",10305 E Creekside Drive Oak Creek Valley Unit 2,"$549,900"
Keller Williams Realty East Valley,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,816'}",11125 S Highway 87 S27 T7s R8e,"$2,150,000"
Homesmart Premier,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,513'}",4751 W Pueblo Drive Robson Ranch,"$769,800"
Century 21 Arizona Foothills,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,299'}",4656 W Aztec Drive Robson Ranch-Arizona Unit Twenty-Two,"$698,000"
Homesmart Premier,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,465'}",4359 W Agave Avenue Robson Ranch,"$675,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,942'}",5355 N Eager Drive Robson Ranch,"$610,000"
Keller Williams Legacy One Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,400'}",4221 E Mustang Drive Villa Grande Rancheros,"$600,000"
Homesmart Premier,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,156'}",4448 W Adobe Drive Robson Ranch,"$579,900"
RE/MAX A Bar Z Realty,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,543'}",5351 N Pioneer Drive Robson Ranch-Casa Grande Unit 23,"$574,900"
Homesmart Premier,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,251'}",5325 W Gulch Drive Robson Ranch,"$565,000"
First Class Real Estate Agency,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,488'}",5451 N Globe Drive Robson Ranch Casa Grande Unit 7,"$565,000"
Sun Lakes-Casa Grande,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,884'}","4777 W Picacho Drive Robson Ranch-Arizona Unit Twenty-Seven A, Lot 35","$562,556"
Homesmart Premier,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,456'}",4950 W Comanche Drive Robson Ranch,"$560,000"
Clark Realty Homes And Land,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,624'}",2410 W Covey Ln Quail Ridge Phase 2 Unit 1,"$550,000"
Realty Executives Az Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,099'}",2257 E Sirus Dr Bright Star Unit 1 Phase 2 & Unit 2 Phase 2 Amd,"$340,000"
Coldwell Banker Northland,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,240'}",1702 Alcala Casa Del Sol,"$489,900"
Kenneth James Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,223'}",1555 W Road 3 S2w2e2n2 Of,"$349,900"
Journey Real Estate Investment,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,090'}",1878 Beverly Ln Chino Meadows Unit #2,"$299,000"
Iannelli And Associates,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '823'}",4334 W Sullivan Buttes Cedar Heights,"$395,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,596'}",853 N State Route 89 Sp. 82 Country West Mobile Home Park,"$165,000"
Graystone Auctions,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,864'}",1093 Heather Ln Appaloosa Meadows Phase 2,"$500,000"
Berkshire Hathaway Homeservices Prescott,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,128'}",2763 N Eldred Road Rd Shadow Meadows,"$350,000"
Castlerock Communities,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,627'}","1395 Connor Ave Final Plat For Heritage Pointe Phs 2, 3&4","$729,990"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '3', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,302'}",950 Newton Way Bright Star Unit 1 Phase 1 & Unit 2 Phase 1 Revise,"$425,000"
Realty One Group Mount. Desert,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,200'}",1540 S Lake Shore Dr Lake Shore Estates,"$847,900"
Homefinder Hub Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,229'}",12841 W Via Camille Rancho El Mirage Parcel B,"$525,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,252'}",12821 W Corrine Drive Dysart & Cactus Parcel 3,"$469,500"
"Weichert, Realtors - Rattler","{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,291'}",14618 N 125th Lane Rancho El Mirage,"$465,000"
Exp Realty,"{'Beds': '4', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,832'}",12933 W Cherry Hills Drive Sundial 3 Unit 1,"$455,000"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,972'}",12805 W Corrine Drive Dysart & Cactus Parcel 3,"$449,900"
Libertas Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,990'}",12882 W Aster Drive Dysart & Cactus Parcel 3,"$444,000"
Exp Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,178'}",14705 N 130th Lane Rancho El Mirage,"$430,000"
My Home Group Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,364'}","13330 N B Street Mansfield Tr Lots 9-14, 27-29","$389,000"
Keller Williams Realty Phoenix,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,901'}",12618 N 128th Lane Dysart & Cactus Parcel 3,"$379,900"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,978'}",12333 W Dreyfus Drive Buenavida,"$379,900"
West Usa Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,832'}",13022 W Paradise Drive Sundial 3,"$379,000"
Realty One Group,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,531'}",13013 W Ash Street Dave Brown At Dysart And Thunderbird,"$378,000"
Homesmart,"{'Beds': '6', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,629'}",6601 W Bloomfield Road Longhorn Ranch Unit 2,"$1,299,000"
Homesmart,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '3,793'}",6625 W Bloomfield Road Longhorn Ranch Unit 2,"$1,299,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,000'}",6613 W Bloomfield Road Longhorn Ranch Unit 2,"$1,299,000"
Realty One Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,665'}",7027 W Firebird Drive Sierra Verde Parcel C,"$1,295,000"
Dpr Realty Llc,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,434'}",23355 N 65th Lane Metes And Bounds,"$1,195,000"
Upside Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,451'}",8221 W Orange Drive Caballeros Haciendas,"$1,190,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,096'}",3545 W Westcott Drive Western Meadows 3,"$1,149,000"
RE/MAX Fine Properties,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,046'}",5231 W Melinda Lane Arrowhead Lakes,"$1,075,000"
RE/MAX Excalibur,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,061'}",7347 W St Moritz Lane Acoma Estates,"$1,019,700"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,055'}",42272 E Black Bear Trail S27 T5s R12e,"$1,000,000"
Platinum Living Realty,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,150'}",5529 W Monona Drive Arrowhead Lakes Unit 5A,"$999,900"
RE/MAX Solutions,"{'Beds': '12', 'Baths': '8', 'Sq.Ft.': '5,342'}",14999 N Highway 79 Comm @ Ne Cor Of Sec 12 5S-9E Th W 1042.26' Th S54,"$850,000"
Epic Home Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,494'}",17780 N 66th Lane Arrowhead Valley,"$999,000"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,497'}",5903 W Cactus Wren Way Anthem At Merrill Ranch - Unit 56A 2017069422,"$675,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,045'}",5218 W Rose Garden Lane Estates At Arrowhead Phase One B,"$999,000"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,558'}",4034 N San Marin Drive Anthem At Merrill Ranch - Unit 50 2016008607,"$674,900"
Kari Bradley & Associates,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,560'}",7365 W Willow Way Anthem At Merrill Ranch - Unit 22B 2013050759,"$669,900"
RE/MAX Signature,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,132'}",10052 E Hay Loft Road Crestfield Manor At Arizona Farms Village Par 1,"$600,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,443'}",7874 W Autumn Vista Way Anthem Merrill Ranch - Unit 36,"$595,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,060'}",3957 N Daisy Drive Anthem At Merrill Ranch - Unit 34 2017094164,"$595,000"
Redfin Corporation,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,378'}",9934 E Twin Spurs Lane Wild Horse Estates Phase 1,"$594,000"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,551'}",6860 W Trenton Way Anthem At Merrill Ranch Phase 1A Unit 6,"$559,900"
"Merrill Ranch Realty, Llc","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,103'}",3609 N Hudson Drive Anthem At Merrill Ranch Unit 20,"$555,000"
Keller Williams Integrity First,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,039'}",4226 N Turnberry Court Anthem At Merrill Ranch - Unit 52 2017069421,"$550,000"
RE/MAX Solutions,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,163'}",2496 S Geronimo Head Trail Superstition Mountain,"$1,799,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '6', 'Baths': '5', 'Sq.Ft.': '5,966'}",29211 N 53rd Street Metes & Bounds,"$8,500,000"
Delex Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,758'}",3204 S Ponderosa Drive Superstition Mountains,"$1,680,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '8,845'}",4880 E Lone Mountain Road Seven Sisters Estates,"$7,250,000"
Good Oak Real Estate,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,308'}",2445 S Falling Star Road Meets And Bounds,"$1,499,900"
Realty Executives,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '6,315'}",5878 E Lone Mountain Road Metes And Bounds,"$4,375,000"
Thomas Popa & Associates Llc,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,537'}",2671 S Moonlight Drive Superstition Mountain,"$1,499,000"
Jason Mitchell Real Estate,"{'Beds': '3', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,204'}",5840 E Ocotillo Road Loringwood Est. Lots 23-29,"$3,800,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,113'}",3089 S Prospector Circle Superstition Mountain,"$1,449,500"
Ventana Fine Properties,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,750'}",39347 N Old Stage Road The Village At Go John Canyon,"$3,685,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,086'}",697 N Lola Lee Road S22 T6s R7e,"$3,750,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,113'}",3119 S Prospector Circle Superstition Mountain,"$1,449,500"
Hague Partners,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,625'}",42650 N 52nd Street Spur Cross,"$3,600,000"
Symmetry Realty Brokerage,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,221'}",2437 S Pinyon Jay Drive #30 Pine Canyon,"$2,368,000"
Award Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,600'}",28505 S State Route 89 Na,"$1,600,000"
Keller Williams Realty Sonoran Living,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,280'}",301 N Pottebaum Road Moeller-Seller's Unit No 1,"$1,200,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,113'}",3149 S Prospector Circle Superstition Mountain,"$1,449,500"
Ventana Fine Properties,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,503'}",39342 N Old Stage Road Village At Go John Canyon,"$3,450,000"
Exp Realty,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '4,392'}",303 W Juniper Avenue Mt Elden Add,"$2,250,000"
Tinzie Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,685'}",22310 S Date Creek Road Metes And Bounds,"$749,900"
Exp Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,393'}",8260 N Buena Vista Drive Las Montanas Unit I,"$1,200,000"
Retsy,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '3,700'}",9665 E Broken Arrow Lane S33 T1n R9e,"$1,400,000"
RE/MAX Fine Properties,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,701'}",37300 N School House Road Black Mountain Custom,"$3,200,000"
Exp Realty,"{'Beds': '6', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,188'}",1407 N Mariposa Road Sunridge,"$2,250,000"
Homesmart,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '1,868'}",xxx3 S Congress Way #3 6 Acre New Construction,"$645,000"
